"file_name","Area"
"eNOS-dbdb2-1.jpg",261401
"eNOS-dbdb2-5 - Copy.jpg",398526
"Image1.jpg",261401
"Image2.jpg",398526
"Image1.jpg",261401
"Image2.jpg",398526
